;Ticker;Company Name;final_name
3117;KODK;EASTMAN KODAK CO;KODK - EASTMAN KODAK CO
3118;KONAQ;KONA GRILL INC;KONAQ - KONA GRILL INC
3119;KOP;Koppers Holdings Inc.;KOP - Koppers Holdings Inc.
3120;KOPN;KOPIN CORP;KOPN - KOPIN CORP
3121;KORE;KORE Group Holdings, Inc.;KORE - KORE Group Holdings, Inc.
3122;KOS;Kosmos Energy Ltd.;KOS - Kosmos Energy Ltd.
3123;KOSS;Koss Corporation;KOSS - Koss Corporation
3124;KPEA;Kun Peng International Ltd.;KPEA - Kun Peng International Ltd.
3125;KPLT;Katapult Holdings, Inc.;KPLT - Katapult Holdings, Inc.
3126;KPTI;Karyopharm Therapeutics Inc.;KPTI - Karyopharm Therapeutics Inc.
3127;KR;KROGER CO;KR - KROGER CO
3128;KRA;Kraton Corp;KRA - Kraton Corp
3129;KRBP;Kiromic BioPharma, Inc.;KRBP - Kiromic BioPharma, Inc.
3130;KRC;KILROY REALTY CORP;KRC - KILROY REALTY CORP
3131;KREF;KKR Real Estate Finance Trust Inc.;KREF - KKR Real Estate Finance Trust Inc.
3132;KRFT;Kraft Foods Group, Inc.;KRFT - Kraft Foods Group, Inc.
3133;KRG;KITE REALTY GROUP TRUST;KRG - KITE REALTY GROUP TRUST
3134;KRMD;KORU Medical Systems, Inc.;KRMD - KORU Medical Systems, Inc.
3135;KRNL;Kernel Group Holdings, Inc.;KRNL - Kernel Group Holdings, Inc.
3136;KRNY;Kearny Financial Corp.;KRNY - Kearny Financial Corp.
3137;KRO;KRONOS WORLDWIDE INC;KRO - KRONOS WORLDWIDE INC
3138;KRON;Kronos Bio, Inc.;KRON - Kronos Bio, Inc.
3139;KROS;Keros Therapeutics, Inc.;KROS - Keros Therapeutics, Inc.
3140;KRP;Kimbell Royalty Partners, LP;KRP - Kimbell Royalty Partners, LP
3141;KRT;Karat Packaging Inc.;KRT - Karat Packaging Inc.
3142;KRTX;Karuna Therapeutics, Inc.;KRTX - Karuna Therapeutics, Inc.
3143;KRUS;Kura Sushi USA, Inc.;KRUS - Kura Sushi USA, Inc.
3144;KRYS;Krystal Biotech, Inc.;KRYS - Krystal Biotech, Inc.
3145;KSICU;Kadem Sustainable Impact Corporation;KSICU - Kadem Sustainable Impact Corporation
3146;KSPN;Kaspien Holdings Inc.;KSPN - Kaspien Holdings Inc.
3147;KSS;KOHLS Corp;KSS - KOHLS Corp
3148;KSU;KANSAS CITY SOUTHERN;KSU - KANSAS CITY SOUTHERN
3149;KT;KT CORP;KT - KT CORP
3150;KTB;Kontoor Brands, Inc.;KTB - Kontoor Brands, Inc.
3151;KTCC;Key Tronic Corporation;KTCC - Key Tronic Corporation
3152;KTEC_delisted;KEY TECHNOLOGY INC;KTEC_delisted - KEY TECHNOLOGY INC
3153;KTOS;KRATOS DEFENSE & SECURITY SOLUTIONS, INC.;KTOS - KRATOS DEFENSE & SECURITY SOLUTIONS, INC.
3154;KTTA;Pasithea Therapeutics Corp.;KTTA - Pasithea Therapeutics Corp.
3155;KTWO;K2M GROUP HOLDINGS, INC.;KTWO - K2M GROUP HOLDINGS, INC.
3156;KULR;KULR Technology Group, Inc.;KULR - KULR Technology Group, Inc.
3157;KURA;Kura Oncology, Inc.;KURA - Kura Oncology, Inc.
3158;KURI;Alkuri Global Acquisition Corp.;KURI - Alkuri Global Acquisition Corp.
3159;KVHI;KVH Industries, Inc.;KVHI - KVH Industries, Inc.
3160;KVSA;Khosla Ventures Acquisition Co.;KVSA - Khosla Ventures Acquisition Co.
3161;KVSC;Khosla Ventures Acquisition Co. III;KVSC - Khosla Ventures Acquisition Co. III
3162;KVUE;Kenvue Inc.;KVUE - Kenvue Inc.
3163;KW;Kennedy-Wilson Holdings, Inc.;KW - Kennedy-Wilson Holdings, Inc.
3164;KWR;QUAKER CHEMICAL CORP;KWR - QUAKER CHEMICAL CORP
3165;KYAK;KAYAK Software Corp;KYAK - KAYAK Software Corp
3166;KYMR;Kymera Therapeutics, Inc.;KYMR - Kymera Therapeutics, Inc.
3167;KZR;Kezar Life Sciences, Inc.;KZR - Kezar Life Sciences, Inc.
3168;L;Loews Corp.;L - Loews Corp.
3169;LAB;Standard BioTools Inc.;LAB - Standard BioTools Inc.
3170;LABL;MULTI COLOR Corp;LABL - MULTI COLOR Corp
3171;LAC;LITHIUM AMERICAS CORP.;LAC - LITHIUM AMERICAS CORP.
3172;LAD;LITHIA MOTORS INC;LAD - LITHIA MOTORS INC
3173;LADR;Ladder Capital Corp;LADR - Ladder Capital Corp
3174;LAKE;LAKELAND INDUSTRIES INC;LAKE - LAKELAND INDUSTRIES INC
3175;LAMR;LAMAR ADVERTISING CO/NEW;LAMR - LAMAR ADVERTISING CO/NEW
3176;LANC;LANCASTER COLONY CORP;LANC - LANCASTER COLONY CORP
3177;LAND;GLADSTONE LAND Corp;LAND - GLADSTONE LAND Corp
3178;LANV;Lanvin Group Holdings Limited;LANV - Lanvin Group Holdings Limited
3179;LARK;LANDMARK BANCORP INC;LARK - LANDMARK BANCORP INC
3180;LASR;nLIGHT, Inc.;LASR - nLIGHT, Inc.
3181;LATG;LatAmGrowth SPAC;LATG - LatAmGrowth SPAC
3182;LAUR;Laureate Education, Inc.;LAUR - Laureate Education, Inc.
3183;LAW;CS Disco, Inc.;LAW - CS Disco, Inc.
3184;LAWS;Lawson Products, Inc.;LAWS - Lawson Products, Inc.
3185;LAYN;LAYNE CHRISTENSEN CO;LAYN - LAYNE CHRISTENSEN CO
3186;LAZ;Lazard LTD;LAZ - Lazard LTD
3187;LAZR;Luminar Technologies, Inc.;LAZR - Luminar Technologies, Inc.
3188;LAZY;Lazydays Holdings, Inc.;LAZY - Lazydays Holdings, Inc.
3189;LBAI;Lakeland Bancorp, Inc.;LBAI - Lakeland Bancorp, Inc.
3190;LBC;Luther Burbank Corporation;LBC - Luther Burbank Corporation
3191;LBPH;Longboard Pharmaceuticals, Inc.;LBPH - Longboard Pharmaceuticals, Inc.
3192;LBRDA;Liberty Broadband Corp;LBRDA - Liberty Broadband Corp
3193;LBRT;Liberty Energy Inc.;LBRT - Liberty Energy Inc.
3194;LBTYA;Liberty Global plc;LBTYA - Liberty Global plc
3195;LBUY;LEAFBUYER TECHNOLOGIES, INC.;LBUY - LEAFBUYER TECHNOLOGIES, INC.
3196;LC;LendingClub Corp;LC - LendingClub Corp
3197;LCAHU;Landcadia Holdings IV, Inc.;LCAHU - Landcadia Holdings IV, Inc.
3198;LCI;LANNETT CO INC;LCI - LANNETT CO INC
3199;LCID;Lucid Group, Inc.;LCID - Lucid Group, Inc.
3200;LCII;LCI Industries;LCII - LCI Industries
3201;LCNB;LCNB CORP;LCNB - LCNB CORP
3202;LCTX;Lineage Cell Therapeutics, Inc.;LCTX - Lineage Cell Therapeutics, Inc.
3203;LCUT;LIFETIME BRANDS, INC;LCUT - LIFETIME BRANDS, INC
3204;LCW;Learn CW Investment Corporation;LCW - Learn CW Investment Corporation
3205;LDI;loanDepot, Inc.;LDI - loanDepot, Inc.
3206;LDOS;Leidos Holdings, Inc.;LDOS - Leidos Holdings, Inc.
3207;LDOS_old;Leidos, Inc.;LDOS_old - Leidos, Inc.
3208;LDTC;LeddarTech Holdings Inc.;LDTC - LeddarTech Holdings Inc.
3209;LE;LANDS' END, INC.;LE - LANDS' END, INC.
3210;LEA;LEAR CORP;LEA - LEAR CORP
3211;LEAF;LEAF GROUP LTD.;LEAF - LEAF GROUP LTD.
3212;LEAT;Leatt Corp;LEAT - Leatt Corp
3213;LECO;LINCOLN ELECTRIC HOLDINGS INC;LECO - LINCOLN ELECTRIC HOLDINGS INC
3214;LEDS;SemiLEDs Corp;LEDS - SemiLEDs Corp
3215;LEE;LEE ENTERPRISES, INC;LEE - LEE ENTERPRISES, INC
3216;LEG;Leggett & Platt;LEG - Leggett & Platt
3217;LEGH;Legacy Housing Corp;LEGH - Legacy Housing Corp
3218;LEGN;Legend Biotech Corp;LEGN - Legend Biotech Corp
3219;LEN;LENNAR CORP /NEW/;LEN - LENNAR CORP /NEW/
3220;LESL;Leslie's, Inc.;LESL - Leslie's, Inc.
3221;LEU;CENTRUS ENERGY CORP;LEU - CENTRUS ENERGY CORP
3222;LEVI;LEVI STRAUSS & CO;LEVI - LEVI STRAUSS & CO
3223;LEVL;Level One Bancorp, Inc.;LEVL - Level One Bancorp, Inc.
3224;LEXE;Liberty Expedia Holdings, Inc.;LEXE - Liberty Expedia Holdings, Inc.
3225;LFACU;LF Capital Acquisition Corp. II;LFACU - LF Capital Acquisition Corp. II
3226;LFCR;Lifecore Biomedical, Inc.;LFCR - Lifecore Biomedical, Inc.
3227;LFG;Archaea Energy Inc.;LFG - Archaea Energy Inc.
3228;LFMD;LifeMD, Inc.;LFMD - LifeMD, Inc.
3229;LFMDP;LifeMD, Inc.;LFMDP - LifeMD, Inc.
3230;LFST;LifeStance Health Group, Inc.;LFST - LifeStance Health Group, Inc.
3231;LFT-PA;Lument Finance Trust, Inc.;LFT-PA - Lument Finance Trust, Inc.
3232;LFUS;LITTELFUSE INC /DE;LFUS - LITTELFUSE INC /DE
3233;LFVN;Lifevantage Corp;LFVN - Lifevantage Corp
3234;LGCY;Legacy Reserves Inc.;LGCY - Legacy Reserves Inc.
3235;LGF-B;Lions Gate Entertainment Corp.;LGF-B - Lions Gate Entertainment Corp.
3236;LGIH;LGI Homes, Inc.;LGIH - LGI Homes, Inc.
3237;LGIQ;Logiq, Inc.;LGIQ - Logiq, Inc.
3238;LGL;LGL GROUP INC;LGL - LGL GROUP INC
3239;LGND;LIGAND PHARMACEUTICALS INC;LGND - LIGAND PHARMACEUTICALS INC
3240;LGVN;Longeveron Inc.;LGVN - Longeveron Inc.
3241;LGYV;Legacy Ventures International, Inc.;LGYV - Legacy Ventures International, Inc.
3242;LH;Laboratory Corp. of America Holding;LH - Laboratory Corp. of America Holding
3243;LHCG;LHC Group, Inc;LHCG - LHC Group, Inc
3244;LHIL;Leader Hill Corporation;LHIL - Leader Hill Corporation
3245;LHX;L3HARRIS TECHNOLOGIES, INC.;LHX - L3HARRIS TECHNOLOGIES, INC.
3246;LIAN;LianBio;LIAN - LianBio
3247;LICY;Li-Cycle Holdings Corp.;LICY - Li-Cycle Holdings Corp.
3248;LIDR;AEye, Inc.;LIDR - AEye, Inc.
3249;LIFE;aTyr Pharma, Inc.;LIFE - aTyr Pharma, Inc.
3250;LIFX;Life360, Inc.;LIFX - Life360, Inc.
3251;LII;LENNOX INTERNATIONAL INC;LII - LENNOX INTERNATIONAL INC
3252;LILA;Liberty Latin America Ltd.;LILA - Liberty Latin America Ltd.
3253;LILAK;Liberty Latin America Ltd.;LILAK - Liberty Latin America Ltd.
3254;LIN;LINDE PLC;LIN - LINDE PLC
3255;LINC;Lincoln Educational Services Corporation;LINC - Lincoln Educational Services Corporation
3256;LIND;Lindblad Expeditions Holdings, Inc.;LIND - Lindblad Expeditions Holdings, Inc.
3257;LINE;LINN ENERGY, INC.;LINE - LINN ENERGY, INC.
3258;LINK;Interlink Electronics, Inc.;LINK - Interlink Electronics, Inc.
3259;LION;FIDELITY SOUTHERN CORP;LION - FIDELITY SOUTHERN CORP
3260;LIPO;Lipella Pharmaceuticals Inc.;LIPO - Lipella Pharmaceuticals Inc.
3261;LIQT;LiqTech International, Inc.;LIQT - LiqTech International, Inc.
3262;LITE;Lumentum Holdings Inc.;LITE - Lumentum Holdings Inc.
3263;LITM;Snow Lake Resources Ltd.;LITM - Snow Lake Resources Ltd.
3264;LITT;Logistics Innovation Technologies Corp.;LITT - Logistics Innovation Technologies Corp.
3265;LIVE;LIVE VENTURES Inc;LIVE - LIVE VENTURES Inc
3266;LIVN;LivaNova PLC;LIVN - LivaNova PLC
3267;LIVX;LiveXLive Media, Inc.;LIVX - LiveXLive Media, Inc.
3268;LIXT;Lixte Biotechnology Holdings, Inc.;LIXT - Lixte Biotechnology Holdings, Inc.
3269;LJPC;La Jolla Pharmaceutical Company;LJPC - La Jolla Pharmaceutical Company
3270;LKCRU;Lake Area Corn Processors, LLC;LKCRU - Lake Area Corn Processors, LLC
3271;LKFN;Lakeland Financial Corporation;LKFN - Lakeland Financial Corporation
3272;LKQ;LKQ CORP;LKQ - LKQ CORP
3273;LKSD;LSC Communications, Inc.;LKSD - LSC Communications, Inc.
3274;LL;Lumber Liquidators Holdings, Inc.;LL - Lumber Liquidators Holdings, Inc.
3275;LLAP;Terran Orbital Corporation;LLAP - Terran Orbital Corporation
3276;LLL;L-3 Communications Holdings;LLL - L-3 Communications Holdings
3277;LLNW;Limelight Networks, Inc.;LLNW - Limelight Networks, Inc.
3278;LLPP;Loop Industries, Inc.;LLPP - Loop Industries, Inc.
3279;LLTC;LINEAR TECHNOLOGY CORP /CA/;LLTC - LINEAR TECHNOLOGY CORP /CA/
3280;LLY;Lilly (Eli) & Co.;LLY - Lilly (Eli) & Co.
3281;LMAO;LMF Acquisition Opportunities, Inc.;LMAO - LMF Acquisition Opportunities, Inc.
3282;LMAT;LeMaitre Vascular, Inc.;LMAT - LeMaitre Vascular, Inc.
3283;LMB;Limbach Holdings, Inc.;LMB - Limbach Holdings, Inc.
3284;LMFA;LM Funding America, Inc.;LMFA - LM Funding America, Inc.
3285;LMND;Lemonade, Inc.;LMND - Lemonade, Inc.
3286;LMNR;Limoneira CO;LMNR - Limoneira CO
3287;LMNX;Luminex Corporation;LMNX - Luminex Corporation
3288;LMST;Limestone Bancorp, Inc.;LMST - Limestone Bancorp, Inc.
3289;LMT;LOCKHEED MARTIN CORP;LMT - LOCKHEED MARTIN CORP
3290;LNC;LINCOLN NATIONAL CORP;LNC - LINCOLN NATIONAL CORP
3291;LND;BrasilAgro - Companhia Brasileira de Propriedades Agrícolas;LND - BrasilAgro - Companhia Brasileira de Propriedades Agrícolas
3292;LNDC;Landec Corporation;LNDC - Landec Corporation
3293;LNG;CHENIERE ENERGY INC;LNG - CHENIERE ENERGY INC
3294;LNKB;LINKBANCORP, Inc.;LNKB - LINKBANCORP, Inc.
3295;LNN;LINDSAY CORP;LNN - LINDSAY CORP
3296;LNSR;LENSAR, Inc.;LNSR - LENSAR, Inc.
3297;LNT;ALLIANT ENERGY CORP;LNT - ALLIANT ENERGY CORP
3298;LNTH;Lantheus Holdings, Inc.;LNTH - Lantheus Holdings, Inc.
3299;LNZA;LanzaTech Global, Inc.;LNZA - LanzaTech Global, Inc.
3300;LOAN;Manhattan Bridge Capital, Inc.;LOAN - Manhattan Bridge Capital, Inc.
3301;LOB;Live Oak Bancshares, Inc.;LOB - Live Oak Bancshares, Inc.
3302;LOCC;Live Oak Crestview Climate Acquisition Corp.;LOCC - Live Oak Crestview Climate Acquisition Corp.
3303;LOCL;Local Bounti Corporation;LOCL - Local Bounti Corporation
3304;LOCMQ;LOCAL Corp;LOCMQ - LOCAL Corp
3305;LOCO;El Pollo Loco Holdings, Inc.;LOCO - El Pollo Loco Holdings, Inc.
3306;LODE;Comstock Inc.;LODE - Comstock Inc.
3307;LOGI;LOGITECH INTERNATIONAL SA;LOGI - LOGITECH INTERNATIONAL SA
3308;LOGM;LogMeIn, Inc.;LOGM - LogMeIn, Inc.
3309;LOPE;Grand Canyon Education, Inc.;LOPE - Grand Canyon Education, Inc.
3310;LORL;Loral Space & Communications Inc.;LORL - Loral Space & Communications Inc.
3311;LOV;SPARK NETWORKS INC;LOV - SPARK NETWORKS INC
3312;LOVE;Lovesac Co;LOVE - Lovesac Co
3313;LOW;LOWES COMPANIES INC;LOW - LOWES COMPANIES INC
3314;LOXO;Loxo Oncology, Inc.;LOXO - Loxo Oncology, Inc.
3315;LPCN;Lipocine Inc.;LPCN - Lipocine Inc.
3316;LPG;DORIAN LPG LTD.;LPG - DORIAN LPG LTD.
3317;LPLA;LPL Financial Holdings Inc.;LPLA - LPL Financial Holdings Inc.
3318;LPRO;Open Lending Corp;LPRO - Open Lending Corp
3319;LPSN;LIVEPERSON INC;LPSN - LIVEPERSON INC
3320;LPTH;LIGHTPATH TECHNOLOGIES INC;LPTH - LIGHTPATH TECHNOLOGIES INC
3321;LPTV;Loop Media, Inc.;LPTV - Loop Media, Inc.
3322;LPTX;Leap Therapeutics, Inc.;LPTX - Leap Therapeutics, Inc.
3323;LPX;LOUISIANA-PACIFIC CORP;LPX - LOUISIANA-PACIFIC CORP
3324;LQDA;Liquidia Corporation;LQDA - Liquidia Corporation
3325;LQDT;LIQUIDITY SERVICES INC;LQDT - LIQUIDITY SERVICES INC
3326;LQMT;Liquidmetal Technologies, Inc.;LQMT - Liquidmetal Technologies, Inc.
3327;LRCX;LAM RESEARCH CORP;LRCX - LAM RESEARCH CORP
3328;LRDC;Laredo Oil, Inc.;LRDC - Laredo Oil, Inc.
3329;LRFC;Logan Ridge Finance Corporation;LRFC - Logan Ridge Finance Corporation
3330;LRMR;Larimar Therapeutics, Inc.;LRMR - Larimar Therapeutics, Inc.
3331;LRN;Stride, Inc.;LRN - Stride, Inc.
3332;LSBK;Lake Shore Bancorp, Inc.;LSBK - Lake Shore Bancorp, Inc.
3333;LSCC;LATTICE SEMICONDUCTOR CORP;LSCC - LATTICE SEMICONDUCTOR CORP
3334;LSDI;Lucy Scientific Discovery Inc.;LSDI - Lucy Scientific Discovery Inc.
3335;LSE;Leishen Energy Holding Co., Ltd.;LSE - Leishen Energy Holding Co., Ltd.
3336;LSEA;Landsea Homes Corporation;LSEA - Landsea Homes Corporation
3337;LSI;LIFE STORAGE, INC.;LSI - LIFE STORAGE, INC.
3338;LSI_old;Lsi Corp;LSI_old - Lsi Corp
3339;LSTR;LANDSTAR SYSTEM INC;LSTR - LANDSTAR SYSTEM INC
3340;LSXMA;Liberty Media Corp;LSXMA - Liberty Media Corp
3341;LSYN;Liberated Syndication Inc.;LSYN - Liberated Syndication Inc.
3342;LTBR;Lightbridge Corporation;LTBR - Lightbridge Corporation
3343;LTC;LTC PROPERTIES INC;LTC - LTC PROPERTIES INC
3344;LTCH;Latch, Inc.;LTCH - Latch, Inc.
3345;LTH;Life Time Group Holdings, Inc.;LTH - Life Time Group Holdings, Inc.
3346;LTHM;Livent Corp.;LTHM - Livent Corp.
3347;LTRN;Lantern Pharma Inc.;LTRN - Lantern Pharma Inc.
3348;LTRPA;Liberty TripAdvisor Holdings, Inc.;LTRPA - Liberty TripAdvisor Holdings, Inc.
3349;LTRX;LANTRONIX INC;LTRX - LANTRONIX INC
3350;LTUM;Lithium Corporation;LTUM - Lithium Corporation
3351;LUCD;Lucid Diagnostics Inc.;LUCD - Lucid Diagnostics Inc.
3352;LUCY;Innovative Eyewear, Inc.;LUCY - Innovative Eyewear, Inc.
3353;LULU;lululemon athletica inc.;LULU - lululemon athletica inc.
3354;LUMN;Lumen Technologies, Inc.;LUMN - Lumen Technologies, Inc.
3355;LUMO;LUMOS PHARMA, INC.;LUMO - LUMOS PHARMA, INC.
3356;LUNA;LUNA INNOVATIONS INC;LUNA - LUNA INNOVATIONS INC
3357;LUNG;Pulmonx Corp;LUNG - Pulmonx Corp
3358;LUNR;Intuitive Machines, Inc.;LUNR - Intuitive Machines, Inc.
3359;LUV;SOUTHWEST AIRLINES CO;LUV - SOUTHWEST AIRLINES CO
3360;LUXH;LuxUrban Hotels Inc.;LUXH - LuxUrban Hotels Inc.
3361;LVGO;Livongo Health, Inc.;LVGO - Livongo Health, Inc.
3362;LVLT;Level 3 Communications;LVLT - Level 3 Communications
3363;LVLU;Lulu's Fashion Lounge Holdings, Inc.;LVLU - Lulu's Fashion Lounge Holdings, Inc.
3364;LVO;LiveOne, Inc.;LVO - LiveOne, Inc.
3365;LVOX;LiveVox Holdings, Inc.;LVOX - LiveVox Holdings, Inc.
3366;LVRO;Lavoro Limited;LVRO - Lavoro Limited
3367;LVS;LAS VEGAS SANDS CORP;LVS - LAS VEGAS SANDS CORP
3368;LVVR;Lightstone Value Plus Real Estate Investment Trust III, Inc.;LVVR - Lightstone Value Plus Real Estate Investment Trust III, Inc.
3369;LVWR;LiveWire Group, Inc.;LVWR - LiveWire Group, Inc.
3370;LW;Lamb Weston Holdings, Inc.;LW - Lamb Weston Holdings, Inc.
3371;LWAY;Lifeway Foods, Inc.;LWAY - Lifeway Foods, Inc.
3372;LWLG;Lightwave Logic, Inc.;LWLG - Lightwave Logic, Inc.
3373;LWLW;Longwen Group Corp.;LWLW - Longwen Group Corp.
3374;LXFR;Luxfer Holdings PLC;LXFR - Luxfer Holdings PLC
3375;LXP;LEXINGTON REALTY TRUST;LXP - LEXINGTON REALTY TRUST
3376;LXRP;Lexaria Bioscience Corp.;LXRP - Lexaria Bioscience Corp.
3377;LXRX;LEXICON PHARMACEUTICALS, INC.;LXRX - LEXICON PHARMACEUTICALS, INC.
3378;LXU;LSB INDUSTRIES INC;LXU - LSB INDUSTRIES INC
3379;LYB;LyondellBasell;LYB - LyondellBasell
3380;LYEL;Lyell Immunopharma, Inc.;LYEL - Lyell Immunopharma, Inc.
3381;LYFT;Lyft, Inc.;LYFT - Lyft, Inc.
3382;LYG;Lloyds Banking Group plc;LYG - Lloyds Banking Group plc
3383;LYRA;Lyra Therapeutics, Inc.;LYRA - Lyra Therapeutics, Inc.
3384;LYTS;LSI Industries Inc.;LYTS - LSI Industries Inc.
3385;LYV;Live Nation Entertainment, Inc.;LYV - Live Nation Entertainment, Inc.
3386;LZ;LEGALZOOM.COM, INC.;LZ - LEGALZOOM.COM, INC.
3387;LZB;LA-Z-BOY INC;LZB - LA-Z-BOY INC
3388;LZM;Lifezone Metals Limited;LZM - Lifezone Metals Limited
3389;M;Macy's, Inc.;M - Macy's, Inc.
3390;MA;Mastercard Inc;MA - Mastercard Inc
3391;MAA;MID AMERICA APARTMENT COMMUNITIES INC.;MAA - MID AMERICA APARTMENT COMMUNITIES INC.
3392;MAC;Macerich;MAC - Macerich
3393;MACK;MERRIMACK PHARMACEUTICALS INC;MACK - MERRIMACK PHARMACEUTICALS INC
3394;MACQ;MCAP Acquisition Corporation;MACQ - MCAP Acquisition Corporation
3395;MAIA;MAIA Biotechnology, Inc.;MAIA - MAIA Biotechnology, Inc.
3396;MAIN;Main Street Capital Corporation;MAIN - Main Street Capital Corporation
3397;MAMA;Mama's Creations, Inc.;MAMA - Mama's Creations, Inc.
3398;MAMS;MAM SOFTWARE GROUP, INC.;MAMS - MAM SOFTWARE GROUP, INC.
3399;MAN;ManpowerGroup Inc.;MAN - ManpowerGroup Inc.
3400;MANH;MANHATTAN ASSOCIATES INC;MANH - MANHATTAN ASSOCIATES INC
3401;MANT;ManTech International Corporation;MANT - ManTech International Corporation
3402;MANU;Manchester United plc;MANU - Manchester United plc
3403;MAPS;WM Technology, Inc.;MAPS - WM Technology, Inc.
3404;MAR;MARRIOTT INTERNATIONAL INC /MD/;MAR - MARRIOTT INTERNATIONAL INC /MD/
3405;MARA;Marathon Patent Group, Inc.;MARA - Marathon Patent Group, Inc.
3406;MARK;REMARK HOLDINGS, INC.;MARK - REMARK HOLDINGS, INC.
3407;MARX;Mars Acquisition Corp.;MARX - Mars Acquisition Corp.
3408;MAS;MASCO CORP /DE/;MAS - MASCO CORP /DE/
3409;MASI;MASIMO CORP;MASI - MASIMO CORP
3410;MASS;908 Devices Inc.;MASS - 908 Devices Inc.
3411;MAT;Mattel Inc.;MAT - Mattel Inc.
3412;MATR;Mattersight Corp;MATR - Mattersight Corp
3413;MATV;Mativ Holdings, Inc.;MATV - Mativ Holdings, Inc.
3414;MATW;Matthews International Corporation;MATW - Matthews International Corporation
3415;MATX;Matson, Inc.;MATX - Matson, Inc.
3416;MAX;MediaAlpha, Inc.;MAX - MediaAlpha, Inc.
3417;MAXR;Maxar Technologies Inc.;MAXR - Maxar Technologies Inc.
3418;MAYS;J.W. Mays, Inc.;MAYS - J.W. Mays, Inc.
3419;MB;MINDBODY, Inc.;MB - MINDBODY, Inc.
3420;MBBC;Marathon Bancorp, Inc.;MBBC - Marathon Bancorp, Inc.
3421;MBC;MasterBrand, Inc.;MBC - MasterBrand, Inc.
3422;MBCN;Middlefield Banc Corp.;MBCN - Middlefield Banc Corp.
3423;MBFI;MB Financial Inc;MBFI - MB Financial Inc
3424;MBI;MBIA Inc.;MBI - MBIA Inc.
3425;MBII;Marrone Bio Innovations, Inc.;MBII - Marrone Bio Innovations, Inc.
3426;MBIN;Merchants Bancorp;MBIN - Merchants Bancorp
3427;MBIO;MUSTANG BIO, INC.;MBIO - MUSTANG BIO, INC.
3428;MBLY;Mobileye Global Inc.;MBLY - Mobileye Global Inc.
3429;MBOT;Microbot Medical Inc.;MBOT - Microbot Medical Inc.
3430;MBRX;Moleculin Biotech, Inc.;MBRX - Moleculin Biotech, Inc.
3431;MBUU;MALIBU BOATS, INC.;MBUU - MALIBU BOATS, INC.
3432;MBWM;MERCANTILE BANK CORP;MBWM - MERCANTILE BANK CORP
3433;MC;Moelis & Co;MC - Moelis & Co
3434;MCAC;Monterey Capital Acquisition Corporation;MCAC - Monterey Capital Acquisition Corporation
3435;MCAD;Mountain Crest Acquisition Corp. II;MCAD - Mountain Crest Acquisition Corp. II
3436;MCB;Metropolitan Bank Holding Corp.;MCB - Metropolitan Bank Holding Corp.
3437;MCBC;MACATAWA BANK CORP;MCBC - MACATAWA BANK CORP
3438;MCBS;MetroCity Bankshares, Inc.;MCBS - MetroCity Bankshares, Inc.
3439;MCD;MCDONALDS CORP;MCD - MCDONALDS CORP
3440;MCF;CONTANGO OIL & GAS CO;MCF - CONTANGO OIL & GAS CO
3441;MCFT;MCBC Holdings, Inc.;MCFT - MCBC Holdings, Inc.
3442;MCHP;MICROCHIP TECHNOLOGY INC;MCHP - MICROCHIP TECHNOLOGY INC
3443;MCHX;Marchex, Inc.;MCHX - Marchex, Inc.
3444;MCK;MCKESSON CORP;MCK - MCKESSON CORP
3445;MCLE;Medicale Corp;MCLE - Medicale Corp
3446;MCMJ;Merida Merger Corp. I;MCMJ - Merida Merger Corp. I
3447;MCO;MOODYS CORP /DE/;MCO - MOODYS CORP /DE/
3448;MCRB;Seres Therapeutics, Inc.;MCRB - Seres Therapeutics, Inc.
3449;MCRI;Monarch Casino & Resort, Inc.;MCRI - Monarch Casino & Resort, Inc.
3450;MCS;The Marcus Corporation;MCS - The Marcus Corporation
3451;MCW;Mister Car Wash, Inc.;MCW - Mister Car Wash, Inc.
3452;MCY;MERCURY GENERAL CORP;MCY - MERCURY GENERAL CORP
3453;MD;MEDNAX, INC.;MD - MEDNAX, INC.
3454;MDB;MongoDB, Inc.;MDB - MongoDB, Inc.
3455;MDC;M.D.C. Holdings, Inc.;MDC - M.D.C. Holdings, Inc.
3456;MDGL;MADRIGAL PHARMACEUTICALS, INC.;MDGL - MADRIGAL PHARMACEUTICALS, INC.
3457;MDH;MDH Acquisition Corp.;MDH - MDH Acquisition Corp.
3458;MDIA;MediaCo Holding Inc.;MDIA - MediaCo Holding Inc.
3459;MDLZ;Mondelez International;MDLZ - Mondelez International
3460;MDP;MEREDITH CORP;MDP - MEREDITH CORP
3461;MDR;MCDERMOTT INTERNATIONAL INC;MDR - MCDERMOTT INTERNATIONAL INC
3462;MDRRP;Medalist Diversified REIT, Inc.;MDRRP - Medalist Diversified REIT, Inc.
3463;MDRX;ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.;MDRX - ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.
3464;MDSO;Medidata Solutions, Inc.;MDSO - Medidata Solutions, Inc.
3465;MDT;Medtronic plc;MDT - Medtronic plc
3466;MDT_old;Medtronic INC;MDT_old - Medtronic INC
3467;MDU;MDU RESOURCES GROUP INC;MDU - MDU RESOURCES GROUP INC
3468;MDV;Modiv Inc.;MDV - Modiv Inc.
3469;MDVL;MedAvail Holdings, Inc.;MDVL - MedAvail Holdings, Inc.
