;Ticker;Company Name;final_name
1236;CIX;CompX International Inc.;CIX - CompX International Inc.
1237;CJAX;Barrister Energy, LLC;CJAX - Barrister Energy, LLC
1238;CJJD;China Jo-Jo Drugstores, Inc.;CJJD - China Jo-Jo Drugstores, Inc.
1239;CK0000081061;PUBLIX SUPER MARKETS INC;CK0000081061 - PUBLIX SUPER MARKETS INC
1240;CK00007861;GYMBOREE CORP;CK00007861 - GYMBOREE CORP
1241;CK00011568;INTELSAT INVESTMENTS S.A.;CK00011568 - INTELSAT INVESTMENTS S.A.
1242;CK00015317;Shea Homes Limited Partnership;CK00015317 - Shea Homes Limited Partnership
1243;CK00015503;BakerCorp International, Inc.;CK00015503 - BakerCorp International, Inc.
1244;CK0001584423;APX Group Holdings, Inc.;CK0001584423 - APX Group Holdings, Inc.
1245;CK00015847;TOPS HOLDING II CORP;CK00015847 - TOPS HOLDING II CORP
1246;CKP;CHECKPOINT SYSTEMS INC;CKP - CHECKPOINT SYSTEMS INC
1247;CKPT;Checkpoint Therapeutics, Inc.;CKPT - Checkpoint Therapeutics, Inc.
1248;CKX;CKX Lands, Inc.;CKX - CKX Lands, Inc.
1249;CL;COLGATE PALMOLIVE CO;CL - COLGATE PALMOLIVE CO
1250;CLAR;Clarus Corp;CLAR - Clarus Corp
1251;CLAY;Chavant Capital Acquisition Corp.;CLAY - Chavant Capital Acquisition Corp.
1252;CLB;Core Laboratories N.V.;CLB - Core Laboratories N.V.
1253;CLBK;Columbia Financial, Inc.;CLBK - Columbia Financial, Inc.
1254;CLBR;Colombier Acquisition Corp.;CLBR - Colombier Acquisition Corp.
1255;CLBS;CALADRIUS BIOSCIENCES, INC.;CLBS - CALADRIUS BIOSCIENCES, INC.
1256;CLC;CLARCOR INC.;CLC - CLARCOR INC.
1257;CLCT;COLLECTORS UNIVERSE INC;CLCT - COLLECTORS UNIVERSE INC
1258;CLDR;Cloudera, Inc.;CLDR - Cloudera, Inc.
1259;CLDT;Chatham Lodging Trust;CLDT - Chatham Lodging Trust
1260;CLDX;Celldex Therapeutics, Inc.;CLDX - Celldex Therapeutics, Inc.
1261;CLEV;Concrete Leveling Systems, Inc.;CLEV - Concrete Leveling Systems, Inc.
1262;CLF;CLEVELAND-CLIFFS INC.;CLF - CLEVELAND-CLIFFS INC.
1263;CLFD;Clearfield, Inc.;CLFD - Clearfield, Inc.
1264;CLGX;CORELOGIC, INC.;CLGX - CORELOGIC, INC.
1265;CLH;CLEAN HARBORS INC;CLH - CLEAN HARBORS INC
1266;CLINU;Clean Earth Acquisitions Corp.;CLINU - Clean Earth Acquisitions Corp.
1267;CLIR;ClearSign Technologies Corporation;CLIR - ClearSign Technologies Corporation
1268;CLMB;Climb Global Solutions, Inc.;CLMB - Climb Global Solutions, Inc.
1269;CLMT;Calumet Specialty Products Partners, L.P.;CLMT - Calumet Specialty Products Partners, L.P.
1270;CLNE;Clean Energy Fuels Corp.;CLNE - Clean Energy Fuels Corp.
1271;CLNN;Clene Inc.;CLNN - Clene Inc.
1272;CLOEU;Clover Leaf Capital Corp.;CLOEU - Clover Leaf Capital Corp.
1273;CLOV;Clover Health Investments, Corp.;CLOV - Clover Health Investments, Corp.
1274;CLPR;Clipper Realty Inc.;CLPR - Clipper Realty Inc.
1275;CLPT;ClearPoint Neuro, Inc.;CLPT - ClearPoint Neuro, Inc.
1276;CLR;CONTINENTAL RESOURCES, INC;CLR - CONTINENTAL RESOURCES, INC
1277;CLRB;Cellectar Biosciences, Inc.;CLRB - Cellectar Biosciences, Inc.
1278;CLRD;Clearday, Inc.;CLRD - Clearday, Inc.
1279;CLSD;Clearside Biomedical, Inc.;CLSD - Clearside Biomedical, Inc.
1280;CLSK;CLEANSPARK, INC.;CLSK - CLEANSPARK, INC.
1281;CLSN;Imunon, Inc.;CLSN - Imunon, Inc.
1282;CLST;Catalyst Bancorp, Inc.;CLST - Catalyst Bancorp, Inc.
1283;CLUBQ;Town Sports International Holdings, Inc.;CLUBQ - Town Sports International Holdings, Inc.
1284;CLVS;Clovis Oncology, Inc.;CLVS - Clovis Oncology, Inc.
1285;CLVT;CLARIVATE Plc;CLVT - CLARIVATE Plc
1286;CLW;Clearwater Paper Corporation;CLW - Clearwater Paper Corporation
1287;CLX;CLOROX CO /DE/;CLX - CLOROX CO /DE/
1288;CLXT;Calyxt, Inc.;CLXT - Calyxt, Inc.
1289;CMA;Comerica Inc.;CMA - Comerica Inc.
1290;CMAX;CareMax, Inc.;CMAX - CareMax, Inc.
1291;CMBG;Cellular Biomedicine Group, Inc.;CMBG - Cellular Biomedicine Group, Inc.
1292;CMBM;Cambium Networks Corp;CMBM - Cambium Networks Corp
1293;CMC;COMMERCIAL METALS Co;CMC - COMMERCIAL METALS Co
1294;CMCA;Capitalworks Emerging Markets Acquisition Corp;CMCA - Capitalworks Emerging Markets Acquisition Corp
1295;CMCL;Caledonia Mining Corporation Plc;CMCL - Caledonia Mining Corporation Plc
1296;CMCO;COLUMBUS MCKINNON CORP;CMCO - COLUMBUS MCKINNON CORP
1297;CMCSA;COMCAST CORP;CMCSA - COMCAST CORP
1298;CMD;CANTEL MEDICAL CORP;CMD - CANTEL MEDICAL CORP
1299;CME;CME Group Inc.;CME - CME Group Inc.
1300;CMG;CHIPOTLE MEXICAN GRILL INC;CMG - CHIPOTLE MEXICAN GRILL INC
1301;CMI;CUMMINS INC;CMI - CUMMINS INC
1302;CMLF;Sema4 Holdings Corp.;CMLF - Sema4 Holdings Corp.
1303;CMLS;CUMULUS MEDIA INC;CMLS - CUMULUS MEDIA INC
1304;CMND;Clearmind Medicine Inc.;CMND - Clearmind Medicine Inc.
1305;CMP;COMPASS MINERALS INTERNATIONAL INC;CMP - COMPASS MINERALS INTERNATIONAL INC
1306;CMPO;CompoSecure, Inc.;CMPO - CompoSecure, Inc.
1307;CMPR;CIMPRESS N.V.;CMPR - CIMPRESS N.V.
1308;CMPS;COMPASS Pathways plc;CMPS - COMPASS Pathways plc
1309;CMPX;Compass Therapeutics, Inc.;CMPX - Compass Therapeutics, Inc.
1310;CMRE;Costamare Inc.;CMRE - Costamare Inc.
1311;CMRO;COMARCO INC;CMRO - COMARCO INC
1312;CMRX;Chimerix, Inc.;CMRX - Chimerix, Inc.
1313;CMS;CMS Energy;CMS - CMS Energy
1314;CMT;CORE MOLDING TECHNOLOGIES INC;CMT - CORE MOLDING TECHNOLOGIES INC
1315;CMTG;Claros Mortgage Trust, Inc.;CMTG - Claros Mortgage Trust, Inc.
1316;CMTL;COMTECH TELECOMMUNICATIONS CORP /DE/;CMTL - COMTECH TELECOMMUNICATIONS CORP /DE/
1317;CMTV;Community Bancorp;CMTV - Community Bancorp
1318;CNA;Cna Financial Corp;CNA - Cna Financial Corp
1319;CNBKA;Century Bancorp, Inc.;CNBKA - Century Bancorp, Inc.
1320;CNC;Centene Corporation;CNC - Centene Corporation
1321;CNCE;Concert Pharmaceuticals, Inc.;CNCE - Concert Pharmaceuticals, Inc.
1322;CNDA;Concord Acquisition Corp II;CNDA - Concord Acquisition Corp II
1323;CNDB;Concord Acquisition Corp III;CNDB - Concord Acquisition Corp III
1324;CNDT;CONDUENT Inc;CNDT - CONDUENT Inc
1325;CNET;ZW Data Action Technologies Inc.;CNET - ZW Data Action Technologies Inc.
1326;CNFR;Conifer Holdings, Inc.;CNFR - Conifer Holdings, Inc.
1327;CNGLU;Canna-Global Acquisition Corp;CNGLU - Canna-Global Acquisition Corp
1328;CNHI;CNH Industrial N.V.;CNHI - CNH Industrial N.V.
1329;CNK;Cinemark Holdings, Inc.;CNK - Cinemark Holdings, Inc.
1330;CNLPL;The Connecticut Light and Power Company;CNLPL - The Connecticut Light and Power Company
1331;CNM;Core & Main, Inc.;CNM - Core & Main, Inc.
1332;CNMD;CONMED Corp;CNMD - CONMED Corp
1333;CNND;CANANDAIGUA NATIONAL CORP;CNND - CANANDAIGUA NATIONAL CORP
1334;CNNE;Cannae Holdings, Inc.;CNNE - Cannae Holdings, Inc.
1335;CNNX;CONE Midstream Partners LP;CNNX - CONE Midstream Partners LP
1336;CNO;CNO Financial Group, Inc.;CNO - CNO Financial Group, Inc.
1337;CNOB;ConnectOne Bancorp, Inc.;CNOB - ConnectOne Bancorp, Inc.
1338;CNP;CenterPoint Energy;CNP - CenterPoint Energy
1339;CNR;Cornerstone Building Brands, Inc.;CNR - Cornerstone Building Brands, Inc.
1340;CNS;COHEN & STEERS INC;CNS - COHEN & STEERS INC
1341;CNSL;Consolidated Communications Holdings, Inc.;CNSL - Consolidated Communications Holdings, Inc.
1342;CNST;Constellation Pharmaceuticals, Inc.;CNST - Constellation Pharmaceuticals, Inc.
1343;CNTA;Centessa Pharmaceuticals plc;CNTA - Centessa Pharmaceuticals plc
1344;CNTG;Centogene N.V.;CNTG - Centogene N.V.
1345;CNTQ;Chardan NexTech Acquisition 2 Corp.;CNTQ - Chardan NexTech Acquisition 2 Corp.
1346;CNTX;Context Therapeutics Inc.;CNTX - Context Therapeutics Inc.
1347;CNTY;Century Casinos, Inc.;CNTY - Century Casinos, Inc.
1348;CNVR;CONVERSANT, INC.;CNVR - CONVERSANT, INC.
1349;CNX;CNX Resources Corp;CNX - CNX Resources Corp
1350;CNXC;Concentrix Corp;CNXC - Concentrix Corp
1351;CNXN;PC Connection, Inc.;CNXN - PC Connection, Inc.
1352;CNXR;CONNECTURE INC;CNXR - CONNECTURE INC
1353;CNXT;CONEXANT SYSTEMS INC;CNXT - CONEXANT SYSTEMS INC
1354;COCO;Vita Coco Company, Inc.;COCO - Vita Coco Company, Inc.
1355;CODA;Coda Octopus Group, Inc.;CODA - Coda Octopus Group, Inc.
1356;CODI;Compass Diversified Holdings;CODI - Compass Diversified Holdings
1357;CODQL;Coronado Global Resources Inc.;CODQL - Coronado Global Resources Inc.
1358;CODX;Co-Diagnostics, Inc.;CODX - Co-Diagnostics, Inc.
1359;COF;Capital One Financial;COF - Capital One Financial
1360;COFS;ChoiceOne Financial Services, Inc.;COFS - ChoiceOne Financial Services, Inc.
1361;COGT;Cogent Biosciences, Inc.;COGT - Cogent Biosciences, Inc.
1362;COHN;Cohen & Company Inc.;COHN - Cohen & Company Inc.
1363;COHR;COHERENT INC;COHR - COHERENT INC
1364;COHU;Cohu, Inc.;COHU - Cohu, Inc.
1365;COIN;Coinbase Global, Inc.;COIN - Coinbase Global, Inc.
1366;COKE;COCA COLA BOTTLING CO CONSOLIDATED /DE/;COKE - COCA COLA BOTTLING CO CONSOLIDATED /DE/
1367;COL;Rockwell Collins;COL - Rockwell Collins
1368;COLB;Columbia Banking System, Inc.;COLB - Columbia Banking System, Inc.
1369;COLD;Americold Realty Trust, Inc.;COLD - Americold Realty Trust, Inc.
1370;COLL;Collegium Pharmaceutical, Inc.;COLL - Collegium Pharmaceutical, Inc.
1371;COLM;Columbia Sportswear Co;COLM - Columbia Sportswear Co
1372;COMM;Commscope Holding Company Inc;COMM - Commscope Holding Company Inc
1373;COMP;Compass, Inc.;COMP - Compass, Inc.
1374;CONE;CyrusOne Inc.;CONE - CyrusOne Inc.
1375;CONN;CONNS INC;CONN - CONNS INC
1376;CONX;CONX Corp.;CONX - CONX Corp.
1377;COO;COOPER COMPANIES INC;COO - COOPER COMPANIES INC
1378;COOK;Traeger, Inc.;COOK - Traeger, Inc.
1379;COOP;Mr. Cooper Group Inc.;COOP - Mr. Cooper Group Inc.
1380;COP;ConocoPhillips;COP - ConocoPhillips
1381;COR;CENCORA, INC.;COR - CENCORA, INC.
1382;CORR;CorEnergy Infrastructure Trust, Inc.;CORR - CorEnergy Infrastructure Trust, Inc.
1383;CORT;CORCEPT THERAPEUTICS INC;CORT - CORCEPT THERAPEUTICS INC
1384;CORZ;Core Scientific, Inc.;CORZ - Core Scientific, Inc.
1385;COR_delisted;CoreSite Realty Corp;COR_delisted - CoreSite Realty Corp
1386;COSM;Cosmos Health Inc.;COSM - Cosmos Health Inc.
1387;COST;COSTCO WHOLESALE CORP /NEW;COST - COSTCO WHOLESALE CORP /NEW
1388;COT;Primo Water Corp;COT - Primo Water Corp
1389;COTV;Cotiviti Holdings, Inc.;COTV - Cotiviti Holdings, Inc.
1390;COTY;COTY INC.;COTY - COTY INC.
1391;COUP;Coupa Software Inc;COUP - Coupa Software Inc
1392;COUR;Coursera, Inc.;COUR - Coursera, Inc.
1393;COVS;Covisint Corp;COVS - Covisint Corp
1394;COWN;Cowen Inc.;COWN - Cowen Inc.
1395;COYA;Coya Therapeutics, Inc.;COYA - Coya Therapeutics, Inc.
1396;CP;CANADIAN PACIFIC RAILWAY LTD/CN;CP - CANADIAN PACIFIC RAILWAY LTD/CN
1397;CPA;Copa Holdings, S.A.;CPA - Copa Holdings, S.A.
1398;CPAAU;Conyers Park III Acquisition Corp.;CPAAU - Conyers Park III Acquisition Corp.
1399;CPB;CAMPBELL SOUP CO;CPB - CAMPBELL SOUP CO
1400;CPE;CALLON PETROLEUM CO;CPE - CALLON PETROLEUM CO
1401;CPF;Central Pacific Financial Corp.;CPF - Central Pacific Financial Corp.
1402;CPHC;Canterbury Park Holding Corporation;CPHC - Canterbury Park Holding Corporation
1403;CPHI;China Pharma Holdings, Inc.;CPHI - China Pharma Holdings, Inc.
1404;CPIX;Cumberland Pharmaceuticals Inc.;CPIX - Cumberland Pharmaceuticals Inc.
1405;CPK;Chesapeake Utilities Corporation;CPK - Chesapeake Utilities Corporation
1406;CPLG;CorePoint Lodging Inc.;CPLG - CorePoint Lodging Inc.
1407;CPN;CALPINE CORP;CPN - CALPINE CORP
1408;CPNG;Coupang, Inc.;CPNG - Coupang, Inc.
1409;CPRI;Capri Holdings Ltd;CPRI - Capri Holdings Ltd
1410;CPRT;COPART INC;CPRT - COPART INC
1411;CPRX;CATALYST PHARMACEUTICALS, INC.;CPRX - CATALYST PHARMACEUTICALS, INC.
1412;CPS;Cooper-Standard Holdings Inc.;CPS - Cooper-Standard Holdings Inc.
1413;CPSH;CPS Technologies Corporation;CPSH - CPS Technologies Corporation
1414;CPSI;Computer Programs & Systems Inc;CPSI - Computer Programs & Systems Inc
1415;CPSR;Capstar Special Purpose Acquisition Corp.;CPSR - Capstar Special Purpose Acquisition Corp.
1416;CPSS;Consumer Portfolio Services, Inc.;CPSS - Consumer Portfolio Services, Inc.
1417;CPT;Camden Property Trust;CPT - Camden Property Trust
1418;CPTN;Cepton, Inc.;CPTN - Cepton, Inc.
1419;CPTP;Capital Properties, Inc.;CPTP - Capital Properties, Inc.
1420;CPUH;Compute Health Acquisition Corp.;CPUH - Compute Health Acquisition Corp.
1421;CPXX;Celator Pharmaceuticals Inc;CPXX - Celator Pharmaceuticals Inc
1422;CQCQ;MakingORG, Inc.;CQCQ - MakingORG, Inc.
1423;CQH;Cheniere Energy Partners LP Holdings, LLC;CQH - Cheniere Energy Partners LP Holdings, LLC
1424;CQP;Cheniere Energy Partners, L.P.;CQP - Cheniere Energy Partners, L.P.
1425;CR;CRANE CO /DE/;CR - CRANE CO /DE/
1426;CRAI;CRA International, Inc.;CRAI - CRA International, Inc.
1427;CRAWA;Crawford United Corporation;CRAWA - Crawford United Corporation
1428;CRAY;CRAY INC;CRAY - CRAY INC
1429;CRBG;Corebridge Financial, Inc.;CRBG - Corebridge Financial, Inc.
1430;CRBP;Corbus Pharmaceuticals Holdings, Inc.;CRBP - Corbus Pharmaceuticals Holdings, Inc.
1431;CRBU;Caribou Biosciences, Inc.;CRBU - Caribou Biosciences, Inc.
1432;CRC;California Resources Corp;CRC - California Resources Corp
1433;CRCT;Cricut, Inc.;CRCT - Cricut, Inc.
1434;CRD-A;CRAWFORD & CO;CRD-A - CRAWFORD & CO
1435;CRDF;Cardiff Oncology, Inc.;CRDF - Cardiff Oncology, Inc.
1436;CRDO;Credo Technology Group Holding Ltd;CRDO - Credo Technology Group Holding Ltd
1437;CREG;Smart Powerr Corp.;CREG - Smart Powerr Corp.
1438;CRESY;Cresud Sociedad Anónima, Comercial, Inmobiliaria, Financiera y Agropecuaria;CRESY - Cresud Sociedad Anónima, Comercial, Inmobiliaria, Financiera y Agropecuaria
1439;CREX;Creative Realities, Inc.;CREX - Creative Realities, Inc.
1440;CRGE;Charge Enterprises, Inc.;CRGE - Charge Enterprises, Inc.
1441;CRGY;Crescent Energy Company;CRGY - Crescent Energy Company
1442;CRH;CRH plc;CRH - CRH plc
1443;CRI;Carter's Inc;CRI - Carter's Inc
1444;CRIS;CURIS INC;CRIS - CURIS INC
1445;CRK;COMSTOCK RESOURCES INC;CRK - COMSTOCK RESOURCES INC
1446;CRL;CHARLES RIVER LABORATORIES INTERNATIONAL INC;CRL - CHARLES RIVER LABORATORIES INTERNATIONAL INC
1447;CRM;SALESFORCE COM INC;CRM - SALESFORCE COM INC
1448;CRMD;CorMedix Inc.;CRMD - CorMedix Inc.
1449;CRMT;America's Car-Mart, Inc.;CRMT - America's Car-Mart, Inc.
1450;CRMZ;CreditRiskMonitor.com, Inc.;CRMZ - CreditRiskMonitor.com, Inc.
1451;CRNC;Cerence Inc.;CRNC - Cerence Inc.
1452;CRNX;Crinetics Pharmaceuticals, Inc.;CRNX - Crinetics Pharmaceuticals, Inc.
1453;CRON;Cronos Group Inc.;CRON - Cronos Group Inc.
1454;CROX;Crocs, Inc.;CROX - Crocs, Inc.
1455;CRR;CARBO CERAMICS INC;CRR - CARBO CERAMICS INC
1456;CRS;CARPENTER TECHNOLOGY CORP;CRS - CARPENTER TECHNOLOGY CORP
1457;CRSP;CRISPR Therapeutics AG;CRSP - CRISPR Therapeutics AG
1458;CRSR;Corsair Gaming, Inc.;CRSR - Corsair Gaming, Inc.
1459;CRTO;Criteo S.A.;CRTO - Criteo S.A.
1460;CRUS;CIRRUS LOGIC INC;CRUS - CIRRUS LOGIC INC
1461;CRVL;CorVel Corporation;CRVL - CorVel Corporation
1462;CRVO;CervoMed Inc.;CRVO - CervoMed Inc.
1463;CRVS;Corvus Pharmaceuticals, Inc.;CRVS - Corvus Pharmaceuticals, Inc.
1464;CRWD;CrowdStrike Holdings, Inc.;CRWD - CrowdStrike Holdings, Inc.
1465;CRWS;CROWN CRAFTS INC;CRWS - CROWN CRAFTS INC
1466;CRZO;CARRIZO OIL & GAS INC;CRZO - CARRIZO OIL & GAS INC
1467;CSAN;Cosan S.A.;CSAN - Cosan S.A.
1468;CSBB;CSB Bancorp, Inc.;CSBB - CSB Bancorp, Inc.
1469;CSBR;CHAMPIONS ONCOLOGY, INC.;CSBR - CHAMPIONS ONCOLOGY, INC.
1470;CSC;COMPUTER SCIENCES CORP;CSC - COMPUTER SCIENCES CORP
1471;CSCO;CISCO SYSTEMS, INC.;CSCO - CISCO SYSTEMS, INC.
1472;CSGP;COSTAR GROUP INC;CSGP - COSTAR GROUP INC
1473;CSGS;CSG SYSTEMS INTERNATIONAL INC;CSGS - CSG SYSTEMS INTERNATIONAL INC
1474;CSII;Cardiovascular Systems Inc;CSII - Cardiovascular Systems Inc
1475;CSL;Carlisle Companies Inc;CSL - Carlisle Companies Inc
1476;CSLM;Consilium Acquisition Corp I, Ltd.;CSLM - Consilium Acquisition Corp I, Ltd.
1477;CSLT;CASTLIGHT HEALTH, INC.;CSLT - CASTLIGHT HEALTH, INC.
1478;CSOD;Cornerstone OnDemand Inc;CSOD - Cornerstone OnDemand Inc
1479;CSPI;CSP Inc.;CSPI - CSP Inc.
1480;CSPR;Casper Sleep Inc.;CSPR - Casper Sleep Inc.
1481;CSR;CENTERSPACE;CSR - CENTERSPACE
1482;CSRA;CSRA Inc.;CSRA - CSRA Inc.
1483;CSS;CSS INDUSTRIES INC;CSS - CSS INDUSTRIES INC
1484;CSSE;Chicken Soup for the Soul Entertainment, Inc.;CSSE - Chicken Soup for the Soul Entertainment, Inc.
1485;CST;CST BRANDS, INC.;CST - CST BRANDS, INC.
1486;CSTA;Constellation Acquisition Corp I;CSTA - Constellation Acquisition Corp I
1487;CSTE;Caesarstone Ltd.;CSTE - Caesarstone Ltd.
1488;CSTL;CASTLE BIOSCIENCES INC;CSTL - CASTLE BIOSCIENCES INC
1489;CSTM;Constellium SE;CSTM - Constellium SE
1490;CSTR;CapStar Financial Holdings, Inc.;CSTR - CapStar Financial Holdings, Inc.
1491;CSU;CAPITAL SENIOR LIVING CORP;CSU - CAPITAL SENIOR LIVING CORP
1492;CSV;CARRIAGE SERVICES INC;CSV - CARRIAGE SERVICES INC
1493;CSWC;Capital Southwest Corporation;CSWC - Capital Southwest Corporation
1494;CSWG;SEN YU INTERNATIONAL HOLDINGS, INC.;CSWG - SEN YU INTERNATIONAL HOLDINGS, INC.
1495;CSWI;CSW INDUSTRIALS, INC.;CSWI - CSW INDUSTRIALS, INC.
1496;CSX;CSX CORP;CSX - CSX CORP
1497;CTA-PB;E. I. du Pont de Nemours and Company;CTA-PB - E. I. du Pont de Nemours and Company
1498;CTAS;CINTAS CORP;CTAS - CINTAS CORP
1499;CTGO;Contango Ore, Inc.;CTGO - Contango Ore, Inc.
1500;CTG_delisted;Computer Task Group, Incorporated;CTG_delisted - Computer Task Group, Incorporated
1501;CTHR;CHARLES & COLVARD LTD;CTHR - CHARLES & COLVARD LTD
1502;CTIC;CTI BIOPHARMA CORP;CTIC - CTI BIOPHARMA CORP
1503;CTKB;Cytek Biosciences, Inc.;CTKB - Cytek Biosciences, Inc.
1504;CTLP;CANTALOUPE, INC.;CTLP - CANTALOUPE, INC.
1505;CTLT;Catalent, Inc.;CTLT - Catalent, Inc.
1506;CTM;Castellum, Inc.;CTM - Castellum, Inc.
1507;CTMX;CytomX Therapeutics, Inc.;CTMX - CytomX Therapeutics, Inc.
1508;CTNT;Cheetah Net Supply Chain Service Inc.;CTNT - Cheetah Net Supply Chain Service Inc.
1509;CTO;CTO Realty Growth, Inc.;CTO - CTO Realty Growth, Inc.
1510;CTOP;Ceetop Inc.;CTOP - Ceetop Inc.
1511;CTOS;Custom Truck One Source, Inc.;CTOS - Custom Truck One Source, Inc.
1512;CTRA;Coterra Energy Inc.;CTRA - Coterra Energy Inc.
1513;CTRE;CareTrust REIT, Inc.;CTRE - CareTrust REIT, Inc.
1514;CTRN;Citi Trends, Inc.;CTRN - Citi Trends, Inc.
1515;CTS;CTS CORP;CTS - CTS CORP
1516;CTSH;COGNIZANT TECHNOLOGY SOLUTIONS CORP;CTSH - COGNIZANT TECHNOLOGY SOLUTIONS CORP
1517;CTSO;Cytosorbents Corporation;CTSO - Cytosorbents Corporation
1518;CTT;CatchMark Timber Trust, Inc.;CTT - CatchMark Timber Trust, Inc.
1519;CTV;Innovid Corp.;CTV - Innovid Corp.
1520;CTVA;Corteva, Inc.;CTVA - Corteva, Inc.
1521;CTXR;Citius Pharmaceuticals, Inc.;CTXR - Citius Pharmaceuticals, Inc.
1522;CTXS;CITRIX SYSTEMS INC;CTXS - CITRIX SYSTEMS INC
1523;CUB;CUBIC CORP /DE/;CUB - CUBIC CORP /DE/
1524;CUBE;CubeSmart;CUBE - CubeSmart
1525;CUBI;Customers Bancorp, Inc.;CUBI - Customers Bancorp, Inc.
1526;CUE;Cue Biopharma, Inc.;CUE - Cue Biopharma, Inc.
1527;CUK;Carnival Corporation & plc;CUK - Carnival Corporation & plc
1528;CULL;Cullman Bancorp, Inc.;CULL - Cullman Bancorp, Inc.
1529;CULP;CULP INC;CULP - CULP INC
1530;CUO;CONTINENTAL MATERIALS CORP;CUO - CONTINENTAL MATERIALS CORP
1531;CURI;CuriosityStream Inc.;CURI - CuriosityStream Inc.
1532;CURO;CURO Group Holdings Corp.;CURO - CURO Group Holdings Corp.
1533;CURV;Torrid Holdings Inc.;CURV - Torrid Holdings Inc.
1534;CUTR;CUTERA INC;CUTR - CUTERA INC
1535;CUZ;Cousins Properties Inc;CUZ - Cousins Properties Inc
1536;CVA;COVANTA HOLDING CORP;CVA - COVANTA HOLDING CORP
1537;CVAC;CureVac N.V.;CVAC - CureVac N.V.
1538;CVBF;CVB Financial Corp.;CVBF - CVB Financial Corp.
1539;CVCO;CAVCO INDUSTRIES INC.;CVCO - CAVCO INDUSTRIES INC.
1540;CVCY;Central Valley Community Bancorp;CVCY - Central Valley Community Bancorp
1541;CVEO;Civeo Corporation;CVEO - Civeo Corporation
1542;CVGI;Commercial Vehicle Group, Inc.;CVGI - Commercial Vehicle Group, Inc.
1543;CVGW;Calavo Growers, Inc.;CVGW - Calavo Growers, Inc.
1544;CVI;CVR Energy, Inc.;CVI - CVR Energy, Inc.
1545;CVII;Churchill Capital Corp VII;CVII - Churchill Capital Corp VII
1546;CVKD;Cadrenal Therapeutics, Inc. Common Stock;CVKD - Cadrenal Therapeutics, Inc. Common Stock
1547;CVLG;Covenant Logistics Group, Inc.;CVLG - Covenant Logistics Group, Inc.
1548;CVLT;COMMVAULT SYSTEMS INC;CVLT - COMMVAULT SYSTEMS INC
1549;CVLY;Codorus Valley Bancorp, Inc.;CVLY - Codorus Valley Bancorp, Inc.
1550;CVM;CEL-SCI Corporation;CVM - CEL-SCI Corporation
1551;CVMCA;Sila Realty Trust, Inc.;CVMCA - Sila Realty Trust, Inc.
1552;CVNA;CARVANA CO.;CVNA - CARVANA CO.
1553;CVRX;CVRx, Inc.;CVRX - CVRx, Inc.
1554;CVS;CVS HEALTH Corp;CVS - CVS HEALTH Corp
1555;CVSI;CV Sciences, Inc.;CVSI - CV Sciences, Inc.
1556;CVT;CVENT HOLDING CORP.;CVT - CVENT HOLDING CORP.
1557;CVV;CVD Equipment Corporation;CVV - CVD Equipment Corporation
1558;CVX;CHEVRON CORP;CVX - CHEVRON CORP
1559;CW;CURTISS WRIGHT CORP;CW - CURTISS WRIGHT CORP
1560;CWAN;Clearwater Analytics Holdings, Inc.;CWAN - Clearwater Analytics Holdings, Inc.
1561;CWBC;Community West Bancshares;CWBC - Community West Bancshares
1562;CWBHF;Charlotte's Web Holdings, Inc.;CWBHF - Charlotte's Web Holdings, Inc.
1563;CWBR;CohBar, Inc.;CWBR - CohBar, Inc.
1564;CWCO;Consolidated Water Co. Ltd.;CWCO - Consolidated Water Co. Ltd.
1565;CWEN;Clearway Energy, Inc.;CWEN - Clearway Energy, Inc.
1566;CWGL;Crimson Wine Group, Ltd.;CWGL - Crimson Wine Group, Ltd.
1567;CWH;Camping World Holdings, Inc.;CWH - Camping World Holdings, Inc.
1568;CWK;Cushman & Wakefield plc;CWK - Cushman & Wakefield plc
1569;CWRL;Cornerworld Corp;CWRL - Cornerworld Corp
1570;CWST;Casella Waste Systems, Inc.;CWST - Casella Waste Systems, Inc.
1571;CWT;CALIFORNIA WATER SERVICE GROUP;CWT - CALIFORNIA WATER SERVICE GROUP
1572;CXAI;CXApp Inc.;CXAI - CXApp Inc.
1573;CXBS;Corix Bioscience, Inc.;CXBS - Corix Bioscience, Inc.
1574;CXDO;Crexendo, Inc.;CXDO - Crexendo, Inc.
1575;CXM;Sprinklr, Inc.;CXM - Sprinklr, Inc.
1576;CXO;Concho Resources;CXO - Concho Resources
1577;CXP;COLUMBIA PROPERTY TRUST, INC.;CXP - COLUMBIA PROPERTY TRUST, INC.
1578;CXW;CoreCivic, Inc.;CXW - CoreCivic, Inc.
1579;CXXIF;C21 Investments Inc.;CXXIF - C21 Investments Inc.
1580;CY;CYPRESS SEMICONDUCTOR CORP /DE/;CY - CYPRESS SEMICONDUCTOR CORP /DE/
1581;CYAN;CYANOTECH CORP;CYAN - CYANOTECH CORP
1582;CYCA;CYTTA CORP.;CYCA - CYTTA CORP.
1583;CYCC;Cyclacel Pharmaceuticals, Inc.;CYCC - Cyclacel Pharmaceuticals, Inc.
1584;CYCN;Cyclerion Therapeutics, Inc.;CYCN - Cyclerion Therapeutics, Inc.
1585;CYDY;CytoDyn Inc.;CYDY - CytoDyn Inc.
1586;CYH;Community Health Systems, Inc.;CYH - Community Health Systems, Inc.
